Respondent ID,Start Date,RaceOrEthnicity,What is your gender?,What is your current age?,What is the highest level of education you have completed?,How do you classify your employment?,How long have you been in your current role?,What is your current job title?,How many years of experience do you have in your current industry?,Seniority Level of Position,Promotions,Industry,What type of business?,How many employees are employed by the business?,I feel that my job performance is evaluated fairly.,"I feel that my compensation is fair, relative to similar roles at my company.",I feel confident I can develop my career at my company.,I feel promotion decisions are fair at my company.,I feel my company benefits are adequate.,"I feel that I have been offered potential growth opportunities (mentoring, training, special projects, etc)"
11467969853,4/2/2020 3:03,White ,Female,45-54,Bachelor's Degree,Full Time Employee,Five to ten years,Director of Operations,Five to ten years,Senior level ,    Within 12 Months,Dry Cleaning & Laundry,For Profit,50 to 250 Employees,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree
11468015614,4/2/2020 3:32,Black or African American ,Female,25-34,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11468019682,4/2/2020 3:35,White ,Man,35-44,Master's Degree or Higher,Self Employed/Entrepreneur,Five to ten years,President,Five to ten years,"C Suite (CEO, CFO, COO, CTO, CSO) ",  More than 5 years  ,Healthcare & Pharmaceuticals ,For Profit,Less than 50 Employees,Somewhat agree,Agree,Agree,Agree,Agree,Agree
11468022785,4/2/2020 3:37,White ,Female,35-44,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11468027747,4/2/2020 3:40,White ,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Counselor,One to five years,Senior level ,    Within 12 Months,Education ,For Profit,"250 to 1,000 Employees",Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
11468028782,4/2/2020 3:41,White ,Female,25-34,Some College,Part Time Employee,Less than one year,Shift lead,Five to ten years,Entry level ,    Within 12 Months,Food & Beverages ,For Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree
11468055846,4/2/2020 3:58,White ,Female,25-34,Some College,Full Time Employee,Five to ten years,Practice Manager,Ten years or more,Mid level ,  More than 5 years  ,Healthcare & Pharmaceuticals ,For Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree
11468056735,4/2/2020 3:59,White ,Female,25-34,Vocational/Technical School,Full Time Employee,One to five years,Hairstylist,One to five years,Mid level ,Prefer not to answer    ,Entertainment & Leisure ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Declined to Answer,Strongly agree
11468057474,4/2/2020 4:00,White ,Male,65+,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11468059677,4/2/2020 4:01,White ,Female,25-34,Associate's Degree,Full Time Employee,Less than one year,Rn,One to five years, RN, Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree
11468173786,4/2/2020 5:14,White ,Female,25-34,Bachelor's Degree,Short Term Contract Employee,Less than one year,Travel RN,One to five years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,Non Profit,"More than 10,000 Employees",Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree
11468184123,4/2/2020 5:21,White ,Female,25-34,Associate's Degree,Full Time Employee,One to five years,RN,One to five years,Mid level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,For Profit,50 to 250 Employees,Strongly agree,Somewhat agree,Strongly agree,Agree,Agree,Agree
11468185626,4/2/2020 5:22,White ,Female,35-44,Associate's Degree,Full Time Employee,One to five years,Paralegal,Ten years or more,Mid level ,    Within 12 Months,Legal Services ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11468374117,4/2/2020 7:21,White ,Male,25-34,High School Diploma/GED,Full Time Employee,One to five years,Deputy,One to five years,Entry level , Never been promoted   ,Law enforcement,Government,"250 to 1,000 Employees",Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Neither agree nor disagree
11468377911,4/2/2020 7:23,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Individual and Family Therapist,One to five years,Mid level , Never been promoted   ,Substance Abuse Treatment,For Profit,"250 to 1,000 Employees",Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree
11468475455,4/2/2020 8:19,Black or African American ,Female,25-34,High School Diploma/GED,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11468730386,4/2/2020 10:36,Black or African American ,Female,35-44,Some College,Part Time Employee,One to five years,Chart Retrieval Specialist,One to five years,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"250 to 1,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Disagree,Disagree
11468888652,4/2/2020 11:50,White ,Female,45-54,Associate's Degree,Part Time Employee,Less than one year,Personal Care,Less than one year, No levels at this position, Never been promoted   ,Social/Public Services ,Non Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11468896439,4/2/2020 11:53,Black or African American ,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Campus Recruiter,One to five years,Mid level , Never been promoted   ,"Construction, Machinery, and Homes ",For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Agree,Somewhat disagree,Agree,Strongly agree,Neither agree nor disagree
11468921970,4/2/2020 12:04,Black or African American ,Male,18-24,Some College,Full Time Employee,One to five years,Valet Attendant,One to five years,Mid level ,    Within 12 Months,Social/Public Services ,For Profit,Less than 50 Employees,Strongly agree,Declined to Answer,Agree,Agree,Strongly agree,Declined to Answer
11468987602,4/2/2020 12:29,White ,Female,65+,Some College,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469000483,4/2/2020 12:33,White ,Female,25-34,Some College,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469181501,4/2/2020 13:33,White ,Female,65+,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469248557,4/2/2020 13:54,White ,Female,55-64,Some College,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469268058,4/2/2020 13:59,White ,Male,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,RN,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,"More than 10,000 Employees",Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly disagree
11469274160,4/2/2020 14:01,Black or African American ,Male,45-54,Some College,Full Time Employee,Ten years or more,Specialist,Ten years or more,Mid level ,    Within 12 Months,Finance & Financial Services ,Unknown,"More than 10,000 Employees",Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree
11473691848,4/2/2020 14:06,Black or African American ,Male,55-64,Some College,Full Time Employee,One to five years,Operation team lead,Ten years or more,Entry level , Never been promoted   ,Retail & Consumer Durables ,For Profit,"1,000 to 10,000 Employees",Neither agree nor disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree
11469332745,4/2/2020 14:17,White ,Male,35-44,Some College,Full Time Employee,Five to ten years,Senior Vice President,Ten years or more,Senior level ,Prefer not to answer    ,Finance & Financial Services ,For Profit,"1,000 to 10,000 Employees",Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11469392010,4/2/2020 14:34,White ,Male,55-64,Bachelor's Degree,Full Time Employee,Less than one year,Chief Strategy Officer,Ten years or more,"C Suite (CEO, CFO, COO, CTO, CSO) ",Multiple Promotions,Healthcare & Pharmaceuticals ,For Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
11469446529,4/2/2020 14:48,Black or African American ,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Access Worker,Ten years or more,Mid level ,    Within 12 Months,Healthcare & Pharmaceuticals ,Non Profit,"250 to 1,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11469475702,4/2/2020 14:58,White ,Female,35-44,High School Diploma/GED,Full Time Employee,Five to ten years,Legal assistant,Ten years or more,Senior level , Never been promoted   ,Legal Services ,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11469555412,4/2/2020 15:20,White ,Male,45-54,Bachelor's Degree,Full Time Employee,Ten years or more,Gm,Ten years or more,Mid level ,Prefer not to answer    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469590973,4/2/2020 15:30,White ,Female,65+,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469650520,4/2/2020 15:47,White ,Male,35-44,Associate's Degree,Temporary/Seasonal,One to five years,Warehouse Lead,Ten years or more,Mid level , Never been promoted   ,Food & Beverages ,For Profit,50 to 250 Employees,Somewhat agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat disagree,Strongly disagree
11469693292,4/2/2020 15:59,White ,Female,55-64,Master's Degree or Higher,Full Time Employee,Ten years or more,Teacher,Ten years or more,Senior level ,   In the last 1 to 5 years ,Education ,Government,"250 to 1,000 Employees",Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree
11469738774,4/2/2020 16:12,Black or African American ,Male,35-44,Bachelor's Degree,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469772036,4/2/2020 16:22,White ,Male,25-34,Some College,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11469811230,4/2/2020 16:33,White ,Female,45-54,Some College,Full Time Employee,Less than one year,Branch Office Administrator,Less than one year,Entry level , Never been promoted   ,Finance & Financial Services ,For Profit,"More than 10,000 Employees",Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree
11469887805,4/2/2020 16:57,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470017116,4/2/2020 17:38,White ,female,45-54,Bachelor's Degree,Full Time Employee,Five to ten years,Paralegal,Ten years or more,Mid level , Never been promoted   ,Legal Services ,For Profit,Less than 50 Employees,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree
11470080756,4/2/2020 17:59,White ,Male,35-44,Some College,Full Time Employee,Five to ten years,Electrical Engineer,Ten years or more,Mid level ,   In the last 1 to 5 years ,"Utilities, Energy, and Extraction ",For Profit,"250 to 1,000 Employees",Agree,Agree,Strongly agree,Agree,Somewhat agree,Agree
11470096321,4/2/2020 18:04,White ,Male,35-44,Bachelor's Degree,Full Time Employee,Less than one year,Teacher,One to five years,Entry level , Never been promoted   ,Education ,Government,"250 to 1,000 Employees",Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree
11470272700,4/2/2020 19:02,White ,Female,55-64,Some College,Full Time Employee,Ten years or more,Paralegal,Ten years or more,Senior level ,Prefer not to answer    ,Legal Services ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree
11470299334,4/2/2020 19:09,White ,Female,25-34,High School Diploma/GED,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470306877,4/2/2020 19:11,White ,Female,18-24,Some College,Part Time Employee,Less than one year,Consulting Intern,Less than one year,Entry level ,    Within 12 Months,Business Support & Logistics ,For Profit,"More than 10,000 Employees",Agree,Agree,Strongly agree,Agree,Strongly agree,Agree
11470325370,4/2/2020 19:17,White ,Male,18-24,Bachelor's Degree,Full Time Employee,Less than one year,Management Trainee,Less than one year,Entry level , Never been promoted   ,Transportation & Delivery ,For Profit,"More than 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11470326838,4/2/2020 19:17,White ,Female,65+,Some College,,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470385772,4/2/2020 19:35,White ,Female,25-34,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470533950,4/2/2020 20:22,White ,Female,25-34,Some College,Full Time Employee,Less than one year,Manager,Ten years or more,Mid level ,    Within 12 Months,Food & Beverages ,For Profit,Less than 50 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470604856,4/2/2020 20:44,White ,Female,35-44,Master's Degree or Higher,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470664642,4/2/2020 21:03,White ,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,Patient Navigator,One to five years,Entry level ,    Within 12 Months,Healthcare & Pharmaceuticals ,For Profit,50 to 250 Employees,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
11470695754,4/2/2020 21:13,Prefer not to say ,Female,55-64,Bachelor's Degree,Long Term Contract Employee,Ten years or more,Consultanr,Ten years or more,Mid level ,   In the last 1 to 5 years , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470730240,4/2/2020 21:24,White ,Male,45-54,Bachelor's Degree,Full Time Employee,One to five years,Territory Sales Manager,Five to ten years,Mid level ,   In the last 1 to 5 years ,"Construction, Machinery, and Homes ",For Profit,"1,000 to 10,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Agree
11470755683,4/2/2020 21:33,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Teacher,Five to ten years,Mid level , Never been promoted   ,Education ,Government,50 to 250 Employees,Agree,Disagree,Declined to Answer,Disagree,Agree,Agree
11470776164,4/2/2020 21:39,White ,Female,18-24,High School Diploma/GED,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470782849,4/2/2020 21:42,White ,Male,25-34,High School Diploma/GED,Full Time Employee,One to five years,Team Lead,Five to ten years,Mid level ,   In the last 1 to 5 years ,Healthcare & Pharmaceuticals ,For Profit,"250 to 1,000 Employees",Agree,Agree,Strongly agree,Agree,Agree,Agree
11470887090,4/2/2020 22:15,Black or African American ,M,25-34,Master's Degree or Higher,Self Employed/Entrepreneur,One to five years,"Research Analyst, Grant Writer",Five to ten years,Mid level , Never been promoted   , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11470961293,4/2/2020 22:40,White ,Female,45-54,Master's Degree or Higher,Full Time Employee,Five to ten years,Teacher,Ten years or more,Mid level ,  More than 5 years  ,Education ,Government,50 to 250 Employees,Agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree
11470967219,4/2/2020 22:43,White ,Female,25-34,Bachelor's Degree,Full Time Employee,Less than one year,Content Associate,Less than one year,Entry level , Never been promoted   ,Education ,For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree
11471071354,4/2/2020 23:20,White ,Male,25-34,Master's Degree or Higher,Full Time Employee,One to five years,English Teacher,One to five years,Entry level ,   In the last 1 to 5 years ,Education ,Non Profit,50 to 250 Employees,Agree,Strongly agree,Agree,Agree,Somewhat agree,Agree
11471180566,4/3/2020 0:02,White ,Female,25-34,Bachelor's Degree,Part Time Employee,One to five years,Nursery Coordinator,One to five years,Mid level ,   In the last 1 to 5 years ,Education ,Non Profit,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree
11471183585,4/3/2020 0:04,White ,Male,18-24,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471229557,4/3/2020 0:23,White ,Male,25-34,Bachelor's Degree,Full Time Employee,Five to ten years,Teacher,Five to ten years, Tenured teacher,   In the last 1 to 5 years ,Education ,,"250 to 1,000 Employees",Agree,Agree,Agree,Agree,Agree,Agree
11471270059,4/3/2020 0:39,White ,Female,18-24,Bachelor's Degree,Full Time Employee,One to five years,Implementation Manager,One to five years,Mid level ,    Within 12 Months,Healthcare & Pharmaceuticals ,For Profit,50 to 250 Employees,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Neither agree nor disagree
11471321903,4/3/2020 1:02,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,One to five years,Behavioral Therapist; Counselor,One to five years,Mid level ,    Within 12 Months,Mental Health,For Profit,Less than 50 Employees,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree
11471368788,4/3/2020 1:22,White ,Female,25-34,Vocational/Technical School,Full Time Employee,Less than one year,Certified Surgical Technologist,Less than one year,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,,"1,000 to 10,000 Employees",Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree
11471373286,4/3/2020 1:24,Black or African American ,Male,25-34,High School Diploma/GED,Full Time Employee,Ten years or more,Line worker,Ten years or more,Senior level ,    Within 12 Months,Manufacturing ,,"1,000 to 10,000 Employees",Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Strongly agree
11471403989,4/3/2020 1:37,White ,Male,45-54,Bachelor's Degree,Full Time Employee,One to five years,Manager,Ten years or more,Senior level ,    Within 12 Months,Food & Beverages ,For Profit,50 to 250 Employees,Disagree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree
11471419094,4/3/2020 1:44,White ,Female,65+,Master's Degree or Higher,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471430880,4/3/2020 1:50,White ,Female,25-34,Bachelor's Degree,Full Time Employee,One to five years,Director of Content,One to five years,Mid level ,    Within 12 Months,"Telecommunications, Technology, Internet & Electronics ",For Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree
11471536258,4/3/2020 2:42,White ,Male,25-34,Bachelor's Degree,Full Time Employee,One to five years,"Economist, Fiscal Analyst",One to five years,Mid level ,    Within 12 Months,Government ,Government,"More than 10,000 Employees",Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree
11471584928,4/3/2020 3:06,White ,Female,55-64,Bachelor's Degree,Part Time Employee,Less than one year,Staff RN,Ten years or more,Entry level ,Prefer not to answer    ,Healthcare & Pharmaceuticals ,For Profit,"More than 10,000 Employees",Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree
11471588898,4/3/2020 3:09,White ,Female,25-34,Some College,Full Time Employee,Five to ten years,Server,Five to ten years,Entry level , Never been promoted   ,Food & Beverages ,For Profit,Less than 50 Employees,Somewhat agree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree
11471595633,4/3/2020 3:12,White ,M,25-34,Master's Degree or Higher,Full Time Employee,One to five years,IT Director,Ten years or more,Senior level , Never been promoted   ,Insurance ,For Profit,"1,000 to 10,000 Employees",Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471595334,4/3/2020 3:12,White ,Male,18-24,Associate's Degree,Full Time Employee,Less than one year,Junior Data Analyst,Less than one year,Entry level , Never been promoted   ,Information Technology and Services ,For Profit,Less than 50 Employees,Agree,Agree,Agree,Agree,Agree,Agree
11471602497,4/3/2020 3:14,Black or African American ,Female,25-34,Bachelor's Degree,Long Term Contract Employee,One to five years,Business Analyst,One to five years,Entry level ,    Within 12 Months,Finance & Financial Services ,For Profit,"More than 10,000 Employees",Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree
11471622327,4/3/2020 3:23,White ,Female,45-54,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471643840,4/3/2020 3:34,White ,Female,25-34,Some College,Full Time Employee,Less than one year,Medical assistant,Five to ten years,Entry level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,Less than 50 Employees,Agree,Agree,Agree,Neither agree nor disagree,Somewhat disagree,Agree
11471648577,4/3/2020 3:36,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Associate Director of BME Academic Programs,Less than one year,Mid level , Never been promoted   ,Education ,Non Profit,"1,000 to 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree
11471650724,4/3/2020 3:37,Black or African American ,Female,45-54,Bachelor's Degree,Unemployed,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471662112,4/3/2020 3:43,White ,Male,55-64,Bachelor's Degree,Self Employed/Entrepreneur,One to five years,President,Ten years or more,"C Suite (CEO, CFO, COO, CTO, CSO) ",   In the last 1 to 5 years ,Information Technology and Services ,For Profit,Less than 50 Employees,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree
11471664506,4/3/2020 3:44,White ,Female,55-64,Master's Degree or Higher,Full Time Employee,Ten years or more,Integrated Library Systems Administrator,Ten years or more,Senior level ,  More than 5 years  ,Nonprofit ,Non Profit,Less than 50 Employees,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
11471667332,4/3/2020 3:45,White ,female,35-44,Master's Degree or Higher,Full Time Employee,One to five years,Volunteer Coordinator,Five to ten years,Mid level ,Prefer not to answer    ,Nonprofit ,Non Profit,Less than 50 Employees,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree
11471671129,4/3/2020 3:47,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Director,One to five years,"C Suite (CEO, CFO, COO, CTO, CSO) ",    Within 12 Months,Education ,Non Profit,"More than 10,000 Employees",Strongly agree,Agree,Agree,Agree,Strongly agree,Somewhat agree
11471683008,4/3/2020 3:53,White ,Female,35-44,Bachelor's Degree,Full Time Employee,Less than one year,VP of Sales,Ten years or more,Senior level ,   In the last 1 to 5 years ,"Telecommunications, Technology, Internet & Electronics ",For Profit,Less than 50 Employees,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471717433,4/3/2020 4:12,White ,Female,25-34,Master's Degree or Higher,Full Time Employee,Less than one year,Director,Five to ten years,Senior level , Never been promoted   ,Education ,Non Profit,50 to 250 Employees,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Somewhat agree
11471783639,4/3/2020 4:47,White ,Female,25-34,Some College,Full Time Employee,Declined to Answer,Declined to Answer,Declined to Answer, ,    , ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11471883878,4/3/2020 5:42,White ,Female,25-34,Vocational/Technical School,Full Time Employee,One to five years,Parmedic,Five to ten years,Mid level , Never been promoted   ,Healthcare & Pharmaceuticals ,For Profit,50 to 250 Employees,Somewhat disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat disagree
11471884231,4/3/2020 5:43,Hispanic or Latino ,Female,25-34,High School Diploma/GED,Full Time Employee,Five to ten years,Sales associate on,Five to ten years,Entry level ,Prefer not to answer    ,Advertising & Marketing ,Non Profit,"1,000 to 10,000 Employees",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree
11471980053,4/3/2020 6:34,White ,Female,25-34,Some College,Part Time Employee,Less than one year,Substitute teacher,Less than one year,Entry level , Never been promoted   ,Education ,Non Profit,"250 to 1,000 Employees",Strongly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree
11472739335,4/3/2020 12:16,Black or African American ,Female,35-44,Bachelor's Degree,Full Time Employee,One to five years,Enrollment services specialist,Five to ten years,Entry level , Never been promoted   ,Insurance ,For Profit,"1,000 to 10,000 Employees",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
11472827048,4/3/2020 12:44,Hispanic or Latino ,Female,55-64,Bachelor's Degree,Self Employed/Entrepreneur,Ten years or more,Senior Partner,Ten years or more,"C Suite (CEO, CFO, COO, CTO, CSO) ",    Within 12 Months, ,Unknown,Unknown,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer,Declined to Answer
11472887040,4/3/2020 13:03,Black or African American ,Female,55-64,Associate's Degree,Self Employed/Entrepreneur,One to five years,Executive Director,Ten years or more,Senior level ,Prefer not to answer    ,Nonprofit ,Non Profit,Less than 50 Employees,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree
11473068653,4/3/2020 13:55,White ,Female,18-24,Some College,Full Time Employee,One to five years,Customer Service Representative,One to five years,Mid level ,    Within 12 Months,Retail & Consumer Durables ,For Profit,"1,000 to 10,000 Employees",Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree
11473123055,4/3/2020 14:12,Black or African American ,Female,35-44,High School Diploma/GED,Full Time Employee,Ten years or more,Teacher,One to five years,Mid level ,    Within 12 Months,Child Day Care Services ,Non Profit,Less than 50 Employees,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Agree
